Time (s),AF1,AF2,AF7,AF8,AFZ,C1,C2,C3,C4,C5,C6,CP1,CP2,CP3,CP4,CP5,CP6,CPZ,CZ,F1,F2,F3,F4,F5,F6,F7,F8,FC1,FC2,FC3,FC4,FC5,FC6,FCZ,FP1,FP2,FPZ,FT7,FT8,FZ,O1,O2,OZ,P1,P2,P3,P4,P5,P6,P7,P8,PO1,PO2,PO7,PO8,POZ,PZ,T7,T8,TP7,TP8,X,Y,nd
0.359375,-3.123,-2.289,-9.043,-15.391,-3.428,5.219,-1.648,1.678,-0.437,-2.726,-5.585,3.601,-0.834,4.985,-1.312,0.142,6.073,1.475,6.561,-0.407,-2.401,3.326,-4.893,-2.94,-3.489,-10.081,-4.059,3.265,-1.465,2.309,1.455,-6.826,-8.84,-0.417,-9.898,-7.955,-8.067,1.556,-11.139,-2.024,-9.186,-6.989,-8.057,1.546,-1.933,0.651,-1.851,-0.041,-2.909,-4.313,-7.721,-2.248,-1.383,-0.977,-1.678,-3.337,1.109,-2.899,-12.187,-3.967,-5.035,-4.293,-1.729,-9.878
0.36328125,0.295,-1.312,-4.161,-12.461,-1.475,-3.571,4.211,-12.97,6.399,-3.703,-4.608,4.578,-1.811,7.426,-2.777,15.279,7.05,1.963,9.491,0.57,-0.936,3.326,-2.94,4.384,-1.048,-12.522,4.73,2.777,-1.953,1.821,-3.916,1.475,-7.375,-0.905,-8.921,-9.908,-7.579,4.486,-9.674,-1.048,-6.744,-5.035,-5.127,3.011,-0.956,2.116,-2.828,1.912,-4.374,0.081,-4.791,0.193,1.058,14.16,1.74,-0.407,2.574,-1.923,-19.023,-8.362,-7.477,-3.805,-3.682,-8.901
0.3671875,1.76,-0.336,2.187,-4.649,-0.498,5.707,-2.136,14.374,-5.32,-6.144,-2.655,5.554,-1.322,7.426,-2.289,18.697,-1.251,2.452,14.374,0.57,-0.448,2.35,-0.01,6.337,-1.536,-7.64,7.172,0.824,-1.953,1.333,-8.799,6.358,-2.492,-0.417,-5.503,-6.978,-5.625,1.068,-4.791,-0.559,-1.373,-1.129,-1.221,4.964,0.997,4.069,-1.851,3.377,-3.886,3.499,-2.35,3.123,3.011,0.977,3.204,2.523,4.038,0.031,-18.534,-9.827,-8.453,-2.34,-2.218,-5.483
0.37109375,-0.193,-1.801,1.211,0.234,-1.475,0.336,0.793,-4.669,-0.437,-10.05,-2.167,5.066,-0.346,6.449,-1.312,-2.299,6.073,2.94,15.839,-0.407,-1.424,1.373,-0.01,1.943,-4.466,-0.315,-0.153,-0.641,-1.953,0.356,-7.334,2.452,0.926,-0.905,-2.574,-2.584,-3.184,-8.209,-2.35,-1.536,1.556,0.824,0.732,5.452,1.973,4.069,-0.387,3.377,-1.933,2.523,-2.35,4.588,2.035,28.809,17.853,3.499,3.062,0.031,-11.21,-8.362,-7.477,-1.363,-1.241,-2.065
0.375,-3.611,-6.195,-0.743,-1.719,-4.405,0.824,-2.625,1.678,-5.32,-12.98,-2.167,4.578,0.142,5.473,0.641,16.256,-0.763,2.94,14.374,-1.872,-3.377,1.373,-2.94,-3.916,-6.907,5.056,-11.383,-0.153,-1.953,0.844,-0.01,-6.826,-0.539,-1.394,-1.597,0.346,-2.207,-13.092,-4.791,-3.001,1.068,-0.153,-0.732,4.476,0.997,3.092,0.59,2.889,0.509,-0.895,-4.303,3.611,-0.407,27.832,17.365,2.035,1.597,-2.899,-0.468,-5.432,-5.035,-1.851,-1.729,-1.088
0.37890625,-6.541,-8.636,0.234,-5.625,-6.358,3.754,-0.671,9.491,-2.391,-10.539,-2.655,3.601,0.631,4.496,2.594,9.42,-1.74,2.452,10.956,-2.36,-4.842,0.885,-5.87,-4.893,-6.907,7.009,-18.219,0.824,-1.953,0.844,3.408,-13.662,-4.934,-1.394,-2.574,-1.119,-3.184,-5.28,-5.768,-3.977,-0.397,-1.617,-1.709,3.499,0.02,2.116,1.078,3.377,1.973,-1.383,-5.28,2.146,-0.407,15.137,10.529,0.081,1.109,-5.341,7.345,-0.549,-1.617,-3.805,-2.706,-2.065
0.3828125,-6.541,-7.66,4.14,-7.09,-5.87,7.172,2.747,16.815,4.445,-0.773,-1.678,3.601,0.631,4.008,3.082,2.584,-0.275,1.963,8.514,-2.36,-4.354,0.397,-6.358,-0.498,-4.954,7.009,-15.289,0.824,-1.953,0.356,-0.498,-10.732,-7.375,-0.905,-4.038,-6.002,-4.161,8.881,-1.862,-3.489,0.58,-0.153,0.732,3.988,0.509,3.581,1.567,5.819,2.95,3.988,-2.838,3.611,3.011,13.184,7.111,1.546,3.062,-3.387,7.833,6.287,1.312,-4.781,-0.753,-4.018
0.38671875,-4.588,-2.289,6.093,-3.672,-2.94,3.754,-1.648,5.096,-7.273,11.922,0.275,4.089,1.607,4.008,3.571,23.092,4.12,3.428,8.026,-1.872,-2.889,-0.092,-4.893,5.849,-2.513,7.497,-6.5,-0.153,-1.953,-0.132,-8.311,-0.966,-5.422,-0.905,-4.527,-10.396,-5.625,14.252,3.998,-2.513,8.392,7.172,9.521,7.406,3.438,6.51,3.52,9.725,3.927,13.753,2.045,8.006,9.847,20.02,14.435,6.917,6.48,3.448,2.462,15.564,2.289,-3.805,5.107,-4.018
0.390625,-2.635,3.082,2.187,-1.719,-0.498,7.66,-1.16,15.35,-6.785,19.735,1.251,4.578,2.096,4.008,3.082,29.439,-8.575,4.405,7.05,-1.383,-2.401,-0.58,-3.428,7.802,-2.024,8.474,0.824,-2.106,-2.441,0.844,-10.264,6.358,-1.027,-1.394,-4.527,-13.326,-7.09,4.974,3.51,-2.024,18.646,16.449,20.264,11.312,6.856,9.928,5.473,13.631,5.391,21.566,6.439,14.353,14.73,14.648,5.157,13.753,9.41,11.749,-6.327,22.888,0.336,-2.34,10.966,-4.018
0.39453125,-3.123,4.059,-7.09,-5.625,-1.475,2.777,3.235,-2.716,3.469,17.782,-0.702,6.042,2.584,5.961,2.594,-17.436,8.514,5.381,5.096,-2.36,-3.866,-0.58,-3.916,3.896,-3.489,6.521,1.312,-2.594,-3.418,2.309,-5.381,5.381,0.926,-1.882,-5.503,-14.303,-8.555,-10.162,-4.791,-2.513,26.459,23.285,26.611,13.265,8.321,12.37,6.449,15.584,6.368,22.054,7.416,18.26,15.706,11.719,8.087,17.171,9.41,15.656,-11.698,24.353,-2.106,-2.828,11.943,-4.995
0.3984375,-5.564,-0.336,-14.903,-14.903,-5.381,-2.106,3.235,-3.204,12.746,9.969,-4.12,6.531,2.584,8.403,2.106,12.349,9.491,5.381,2.167,-3.825,-5.819,-0.58,-5.87,-2.94,-4.954,0.173,-4.059,-1.129,-3.906,4.262,1.455,-2.92,-2.004,-2.37,-7.945,-14.303,-9.532,-15.045,-12.604,-4.466,26.947,23.773,25.146,12.777,7.345,11.882,5.961,14.608,6.368,16.683,5.463,17.771,12.777,5.371,3.204,16.195,7.945,11.261,-11.21,18.982,-4.059,-5.758,5.595,-7.436
0.40234375,-8.494,-7.66,-15.879,-20.762,-9.288,4.73,-2.136,9.491,-1.902,3.133,-6.561,7.019,1.607,10.356,1.617,12.838,-13.947,4.893,0.214,-5.29,-6.795,-1.068,-7.334,-7.823,-6.419,-7.64,-10.406,0.824,-3.906,4.751,1.943,-9.755,-7.375,-2.858,-11.363,-13.814,-9.043,-2.35,-12.604,-6.419,19.623,17.426,17.822,9.847,5.391,9.44,4.496,11.678,5.88,9.359,2.045,13.377,8.87,-3.418,-6.073,11.312,5.992,1.984,-6.327,9.216,-5.035,-10.152,-4.171,-11.342
0.40625,-8.494,-11.078,-10.996,-17.832,-10.264,5.219,1.282,1.678,-7.273,1.668,-5.585,6.531,1.119,9.867,2.106,5.514,0.214,4.405,1.19,-5.29,-5.33,-1.068,-6.358,-7.334,-6.419,-13.011,-12.848,1.312,-2.441,2.797,-3.428,-8.779,-10.305,-2.37,-13.316,-12.838,-7.09,16.693,-7.233,-6.419,10.834,10.101,9.521,7.894,3.927,6.999,3.52,9.237,4.415,5.941,0.58,8.982,6.917,-0.488,4.669,7.406,5.503,-4.852,-1.444,0.427,-3.571,-13.082,-9.542,-13.295
0.41015625,-5.564,-9.613,-4.161,-6.602,-7.334,1.801,4.211,-3.204,4.445,3.621,-1.678,5.554,1.607,7.914,3.571,4.537,5.096,4.405,5.585,-3.825,-3.377,-0.58,-4.405,-3.428,-5.442,-13.011,-10.895,-0.153,-1.465,-0.621,-7.334,0.498,-7.863,-1.882,-11.363,-9.908,-6.114,24.017,-4.791,-4.954,5.463,5.219,5.615,7.406,4.415,6.022,3.52,8.26,4.415,6.917,0.58,6.541,7.406,0.977,-4.12,5.941,6.48,-4.364,0.02,-2.991,-1.617,-11.617,-7.589,-11.342
0.4140625,-1.658,-4.242,-1.231,4.14,-2.94,4.242,-2.625,10.956,-7.762,5.086,2.228,4.089,3.072,4.496,5.524,4.537,-5.646,4.405,10.956,-2.36,-1.912,0.397,-2.452,0.966,-3.977,-9.104,-7.965,-2.594,-0.977,-3.55,-5.381,10.264,-2.004,-1.394,-7.456,-5.514,-7.579,11.81,-7.233,-2.513,5.463,5.219,6.592,7.894,5.88,6.022,4.985,8.26,4.415,9.359,1.556,7.029,8.382,-4.395,-6.561,6.917,7.456,2.472,-3.398,0.427,0.336,-8.199,-0.753,-7.436
0.41796875,0.295,-0.336,-3.184,5.605,0.478,4.73,-2.136,4.12,-5.809,2.645,3.204,3.601,4.049,2.055,6.012,12.838,-1.251,4.405,14.374,-1.383,-1.912,0.885,-1.963,3.896,-3.001,-3.245,-6.989,-3.082,-0.977,-3.062,-1.475,13.194,2.879,-0.905,-3.062,-1.607,-9.043,-8.698,-11.139,-1.048,7.416,7.172,8.057,7.894,6.368,6.022,5.473,6.795,4.903,8.87,1.556,8.006,6.917,5.859,-1.678,7.406,6.48,9.796,-8.28,6.287,-0.153,-4.781,4.618,-3.042
0.421875,0.295,-0.824,-5.625,-0.743,-0.01,2.289,3.235,-6.134,2.492,-1.75,0.763,3.113,3.072,1.078,4.059,0.142,-1.74,3.916,14.374,-1.383,-2.889,1.373,-3.428,4.384,-3.001,0.661,-8.942,-2.106,-1.465,-1.109,-0.01,6.846,2.391,-0.417,-1.597,0.346,-7.579,-20.905,-9.674,-1.536,6.927,6.195,6.592,6.429,4.903,4.557,4.496,4.354,3.927,4.476,0.092,6.053,3.011,0.0,4.669,4.964,4.038,11.749,-10.234,9.216,-1.617,-3.316,4.618,-0.6
0.42578125,-1.17,-5.219,-4.649,-8.067,-2.94,11.566,-4.578,16.815,-6.785,-3.215,-2.655,2.625,1.119,1.078,1.129,-22.807,-5.157,2.452,12.421,-2.36,-3.377,0.885,-5.381,4.384,-5.442,2.126,-10.895,-0.153,-1.465,1.821,-2.94,-3.896,-2.492,-0.417,-2.085,0.346,-2.696,-15.045,-2.838,-2.024,2.533,1.801,1.709,3.499,1.485,1.628,1.567,1.424,1.973,0.081,-2.35,1.658,-0.895,-14.648,-12.909,0.57,1.109,7.355,-6.327,7.751,-2.106,-3.805,-0.264,-1.577
0.4296875,-2.146,-8.636,1.699,-8.555,-4.405,-4.059,10.071,3.632,25.93,-1.261,-3.143,2.136,-1.322,1.567,-1.312,9.42,5.096,1.475,12.909,-2.36,-2.889,0.397,-5.87,3.408,-9.349,2.126,-10.406,1.801,-1.465,2.797,-5.87,-12.197,-7.863,-0.417,-3.55,-1.119,1.699,0.092,2.533,-2.513,-2.838,-2.594,-3.174,0.57,-1.933,-0.814,-1.363,-0.529,-0.468,-0.407,-4.303,-2.248,-2.36,-11.719,-0.702,-3.337,-0.356,1.007,0.997,4.333,-2.594,-3.316,-3.194,-3.042
0.43359375,-1.17,-7.66,8.535,-2.696,-3.916,1.801,0.793,-4.181,-6.785,1.668,-2.655,2.136,-2.299,2.055,-2.289,11.861,12.909,0.498,16.327,-1.383,-1.424,0.885,-4.405,1.455,-12.278,2.126,-6.5,1.801,-0.977,1.333,-4.893,-14.15,-8.352,0.071,-3.55,-3.072,0.234,10.345,3.021,-2.024,-5.28,-5.035,-4.639,-0.407,-3.398,-1.302,-2.828,0.448,-2.421,3.011,-5.28,-3.225,-2.36,-1.465,5.646,-4.801,-0.356,-1.434,5.391,1.892,-2.106,0.102,-1.729,-3.53
0.4375,-0.682,-1.801,10.488,2.187,-1.475,6.195,-0.183,1.19,-0.926,2.157,-1.19,2.136,-2.299,3.031,-1.801,-0.834,1.678,0.987,21.698,0.081,0.529,1.373,-1.963,-2.452,-10.325,1.638,-0.153,0.824,-0.488,-0.621,-1.475,-11.22,-2.981,0.559,-2.574,-5.514,-4.649,8.881,0.092,-0.071,-3.815,-3.571,-3.174,0.081,-2.909,-0.326,-2.828,1.912,-2.909,6.429,-5.28,-2.248,-1.383,-14.16,-1.19,-3.825,0.132,1.984,4.903,2.38,-2.106,4.496,3.642,-3.042
0.44140625,-1.17,4.059,6.582,1.699,0.478,5.219,-0.183,17.303,4.445,-1.261,-1.678,2.625,-0.834,3.52,-0.824,7.467,1.19,1.475,26.093,1.058,1.017,1.862,1.455,-6.846,-3.001,0.173,5.707,0.336,-0.488,-1.597,0.966,-8.291,3.367,0.559,-2.574,-8.443,-7.579,2.533,-3.326,0.905,-0.885,-1.129,-0.732,0.57,-2.421,0.651,-2.34,2.889,-3.398,5.941,-4.791,-0.783,-1.872,-30.762,-5.585,-2.848,-0.356,6.378,-0.468,4.822,-3.571,7.426,8.525,-2.553
0.4453125,-3.123,6.989,-1.719,-3.184,0.478,-3.571,6.165,-16.876,11.281,-4.679,-2.167,2.136,0.142,4.496,0.641,11.373,1.678,1.475,26.581,0.081,0.529,0.397,2.92,-8.799,5.788,-0.315,8.636,0.336,0.0,-1.109,1.455,-6.826,7.273,0.559,-4.038,-10.885,-4.161,1.068,-4.303,0.417,-0.397,-0.153,-0.244,0.57,-2.421,0.163,-1.851,1.424,-2.909,1.546,-4.303,-0.783,-3.337,9.766,-9.491,-2.848,-1.821,6.866,-5.839,4.822,-4.547,6.938,8.525,-3.53
0.44921875,-4.1,6.012,-6.114,-5.625,-1.475,6.683,-4.578,12.909,-12.644,-2.726,-0.702,2.136,0.142,4.496,2.106,6.49,-1.74,1.475,24.628,-1.383,0.041,-1.556,2.431,-5.381,11.159,2.126,8.148,0.336,0.0,-0.132,0.966,-5.849,6.785,-0.417,-5.992,-9.908,3.652,4.974,-2.35,-0.559,-2.838,-1.617,-2.197,-0.407,-2.909,-0.814,-1.851,-0.041,-2.421,-2.848,-2.35,-3.225,-4.313,-12.695,8.087,-4.313,-1.821,2.96,-6.327,2.869,-3.082,4.496,6.571,-4.995
0.453125,-3.123,2.106,-2.696,-1.231,-2.94,10.101,-2.625,18.28,-1.902,4.11,3.204,1.648,0.142,2.543,3.082,9.42,3.143,1.475,22.675,-2.36,-0.448,-3.021,0.478,1.455,10.183,7.497,3.265,-0.153,0.488,0.844,1.455,-3.408,3.855,-0.905,-5.503,-4.537,8.046,7.904,2.045,-1.536,-5.768,-3.082,-4.15,-0.895,-2.909,-1.79,-1.363,-1.506,-1.444,-4.313,-0.397,-4.69,-2.848,-16.602,-1.678,-5.29,-0.844,-2.411,-1.933,0.427,0.824,2.543,5.107,-4.995
0.45703125,0.295,-0.824,5.605,7.558,-1.963,6.195,-1.648,6.561,-6.297,10.457,6.622,1.648,0.631,1.078,4.059,31.392,-8.087,1.963,22.186,-1.872,-0.448,-2.045,-1.963,8.291,4.812,13.357,-4.547,-0.153,0.488,0.356,1.455,0.987,0.926,-0.905,-1.597,2.299,5.117,3.021,7.416,-1.048,-6.256,-2.594,-4.15,0.081,-1.933,-1.302,-0.387,-0.041,0.509,-1.872,1.068,-4.201,-0.407,8.789,8.087,-4.313,1.109,-3.876,3.438,0.427,5.219,3.031,7.06,-1.577
0.4609375,3.713,-0.824,12.929,12.929,0.478,2.289,2.747,-0.763,2.981,11.922,6.622,2.136,1.119,1.078,4.059,12.838,0.214,2.452,23.163,0.57,-0.448,1.373,-3.428,11.709,-0.559,14.821,-11.383,-0.641,0.0,0.844,0.966,4.893,-1.027,-0.905,2.797,7.67,-1.231,-5.28,9.369,-0.071,-3.815,-0.641,-1.221,2.035,0.02,0.651,1.567,3.377,2.462,1.058,1.556,-1.76,1.058,4.883,12.482,-1.872,2.574,0.031,5.391,4.333,6.195,5.473,9.989,2.818
0.46484375,4.69,0.641,12.929,9.511,2.92,-0.641,0.793,-1.251,4.934,7.039,2.228,3.113,1.119,3.52,3.082,2.584,5.096,2.94,24.628,3.011,-0.448,5.768,-3.428,11.22,-2.024,9.939,-14.313,-0.153,-0.488,1.821,-0.987,6.846,-1.516,-0.417,5.727,8.647,-3.672,-5.28,6.927,1.394,0.58,2.289,2.686,3.499,1.485,3.092,2.055,6.307,2.95,2.523,0.092,1.17,1.546,13.184,0.275,0.57,2.574,5.402,1.973,10.193,2.777,6.938,11.454,6.236
0.46875,3.225,2.594,6.093,2.187,3.896,4.242,-0.671,9.491,0.539,2.645,-2.167,4.578,0.631,7.914,1.617,18.209,2.167,2.94,25.116,4.476,0.041,8.698,-2.94,8.779,-2.024,1.149,-10.406,1.801,-0.977,4.751,-2.452,7.334,-1.516,-0.417,6.215,6.694,0.234,6.439,3.51,2.37,3.998,4.242,4.639,4.476,0.997,5.046,1.567,8.26,2.95,1.546,-0.397,2.635,0.57,-0.488,2.228,1.546,1.597,9.308,-1.444,14.099,-2.106,6.938,9.501,6.724
0.47265625,0.783,3.082,-0.743,0.234,3.896,5.219,4.211,4.608,6.887,3.621,-3.632,5.554,-0.346,11.332,0.153,6.978,2.655,2.94,25.604,3.988,0.041,8.698,-1.963,8.291,-2.513,-5.686,-0.641,3.265,-1.953,7.192,-2.94,6.846,-1.027,0.071,4.262,4.74,7.07,22.064,3.021,1.394,4.486,4.242,4.15,4.476,0.02,5.046,0.102,8.26,1.485,1.058,0.092,3.123,0.57,3.906,5.646,1.058,1.109,9.796,-2.421,13.611,-5.035,6.449,8.036,4.771
0.4765625,0.295,3.082,-0.743,8.046,2.92,16.937,-3.113,29.999,-3.367,10.946,-0.214,5.554,-0.834,10.356,-0.336,-8.647,-2.228,2.452,28.534,3.011,0.529,7.721,-0.987,10.244,-3.977,-5.198,11.566,3.754,-1.465,8.169,-1.475,6.358,-0.051,0.071,3.774,5.717,10.976,30.853,5.951,0.905,3.51,3.265,3.662,4.476,-0.468,4.557,-0.875,6.795,0.509,3.011,1.556,2.635,2.035,-10.254,-17.792,0.57,2.574,9.796,1.973,10.193,-2.594,7.426,9.989,3.794
0.48046875,2.736,3.082,6.582,19.277,2.92,-7.477,5.188,-19.318,15.188,18.758,4.669,5.066,-0.346,6.938,0.153,14.303,9.979,2.452,32.44,2.523,1.017,6.744,-0.987,11.22,-5.931,3.591,20.355,2.777,-0.488,6.704,1.455,3.428,1.414,-0.417,5.239,8.647,10.0,27.435,8.881,0.905,3.51,3.754,4.15,4.964,0.02,4.069,-0.387,5.819,0.509,7.406,3.021,3.611,3.499,12.695,10.04,1.546,3.55,10.773,9.298,6.775,3.265,9.379,15.849,5.259
0.484375,6.154,4.059,15.371,22.695,3.896,19.379,-7.507,40.741,-18.504,18.27,7.599,4.089,0.142,3.52,1.129,-1.811,-12.97,2.94,35.37,3.011,2.482,6.744,-0.01,9.267,-4.466,14.333,23.285,2.289,0.0,4.262,4.384,-0.478,3.855,-0.417,8.657,9.135,7.07,16.205,5.951,1.394,4.974,4.73,5.127,5.941,0.997,4.557,0.102,5.33,0.997,11.8,2.533,5.076,3.988,-20.508,-6.073,3.011,3.55,12.238,14.181,4.822,8.148,11.82,21.22,8.189
0.48828125,8.108,5.035,17.812,13.418,4.873,-3.082,2.747,-13.947,-0.437,10.457,7.111,3.601,0.631,3.031,2.594,6.49,3.143,2.94,35.858,4.476,3.459,7.233,1.943,4.384,0.417,20.681,19.379,1.801,0.977,3.774,4.873,-4.384,6.297,0.071,9.633,5.717,5.117,2.533,0.58,2.37,6.439,4.73,5.615,5.941,0.997,4.557,1.078,5.819,1.485,13.265,0.092,6.053,2.035,12.695,15.9,3.011,2.574,11.749,13.204,3.845,8.636,12.309,20.243,9.165
0.4921875,7.619,5.035,10.488,-1.719,4.873,4.73,-0.671,7.538,-1.902,-0.285,3.693,3.601,0.631,4.985,2.594,20.162,-5.157,1.963,32.928,5.452,3.947,7.233,4.873,-0.01,6.765,19.216,11.566,3.265,1.465,5.727,1.943,-4.873,7.273,1.048,6.704,-1.119,3.652,-8.698,-3.815,2.858,5.463,3.265,3.662,4.476,-0.468,3.581,0.59,5.33,0.997,10.335,-3.326,4.1,-0.895,0.977,-2.167,1.546,0.132,7.355,5.88,4.333,4.242,9.867,13.407,7.212
0.49609375,7.131,4.547,-0.743,-9.532,4.384,1.801,3.235,-2.228,3.469,-4.679,0.275,4.578,-0.346,7.914,1.617,-22.319,2.167,0.987,28.534,5.452,3.947,7.233,7.314,0.478,10.671,12.868,2.289,5.219,0.488,9.633,-2.452,-0.966,7.762,1.048,2.309,-6.978,2.675,-13.58,-2.35,3.347,2.045,0.336,0.732,2.035,-2.421,2.116,-1.363,3.866,-0.468,5.452,-5.28,0.682,-2.36,0.488,-8.514,-1.872,-0.844,1.984,-1.933,5.31,-2.106,6.938,5.107,3.306
0.5,7.131,3.571,-6.602,-3.184,4.384,1.801,6.653,-1.251,8.352,-0.773,-1.19,4.578,-1.811,8.403,-0.336,13.326,1.19,0.498,25.116,5.452,2.97,7.233,7.314,6.337,10.183,7.497,-4.059,6.195,-0.488,11.587,-5.381,5.381,6.297,1.048,-0.132,-6.978,2.187,-8.209,3.021,3.347,-0.885,-1.617,-1.709,0.57,-3.886,0.651,-2.828,1.912,-1.933,2.035,-5.768,-2.248,-2.36,-11.719,-2.655,-3.825,-1.333,-0.458,-6.816,8.24,-6.989,4.985,2.177,0.376
0.50390625,8.596,3.571,-0.254,11.953,5.361,6.195,1.282,8.026,5.422,8.016,-2.167,4.578,-1.811,7.426,-1.801,12.838,-2.228,0.498,25.116,5.941,2.482,7.721,4.384,13.662,6.276,8.474,-7.477,6.195,-1.953,9.633,-5.381,10.264,3.367,0.559,1.333,-1.607,3.164,8.392,7.904,3.347,-1.373,-1.129,-1.221,0.57,-3.398,0.163,-3.316,1.424,-2.909,3.011,-4.791,-2.248,-0.895,-26.367,-7.05,-3.825,-0.356,4.425,-6.327,13.123,-7.477,5.961,8.036,1.841
0.5078125,10.061,3.571,14.394,21.718,6.337,1.801,0.793,-0.275,0.051,15.34,-3.143,4.089,-2.299,5.961,-2.289,18.209,1.678,1.475,28.046,5.941,1.994,8.209,-0.01,18.545,2.37,14.333,-8.453,4.242,-1.953,4.751,-1.963,10.264,-1.027,0.559,6.215,5.717,6.582,27.924,7.904,3.347,0.58,1.312,1.709,2.035,-1.933,1.139,-2.828,3.377,-2.909,6.429,-3.815,-0.295,0.57,-3.906,2.716,-1.383,0.621,12.726,-2.421,17.029,-6.5,8.891,17.314,6.236
0.51171875,10.061,4.547,26.601,16.836,6.826,4.242,1.282,2.167,-6.785,16.317,-2.655,3.601,-1.322,5.473,-1.801,1.607,-6.622,1.963,30.975,5.452,2.482,8.209,-2.94,17.08,0.417,17.751,-8.453,1.801,-0.977,0.356,1.943,6.846,-4.445,0.559,10.61,9.623,10.0,35.248,2.045,3.347,3.021,2.777,3.174,3.988,-0.956,3.581,-1.851,6.307,-2.421,9.359,-3.326,2.146,0.57,10.742,4.181,0.57,1.109,18.585,-0.468,18.005,-5.035,9.867,23.661,11.119
0.515625,9.084,5.035,26.601,1.699,6.826,3.265,2.747,3.143,2.981,13.387,-1.678,3.113,-0.346,5.473,-0.336,-4.252,0.702,1.963,30.487,4.476,3.459,7.233,-2.452,11.22,-0.071,14.821,-7.477,0.336,1.465,-0.132,4.873,3.428,-5.422,1.048,11.098,9.623,9.511,23.529,-7.233,3.835,2.045,1.312,1.709,3.988,-0.468,4.557,-0.875,7.772,-1.933,8.382,-4.791,2.146,-1.383,-11.23,-7.538,0.081,0.621,18.585,-1.444,14.099,-4.547,7.914,20.732,11.607
0.51953125,6.154,5.035,13.906,-10.02,5.849,2.289,2.258,2.167,1.516,8.993,1.251,2.136,0.631,4.985,1.617,9.42,0.702,1.475,27.557,3.499,3.947,6.744,-0.01,4.873,-0.071,4.079,-5.035,0.824,3.418,3.286,5.361,2.94,-2.981,1.048,6.215,6.205,4.14,1.068,-12.604,3.347,-2.35,-2.594,-2.197,2.523,-0.956,3.092,-0.875,6.307,-1.933,4.476,-7.233,-0.295,-3.337,0.977,-0.214,-2.36,-0.356,13.702,-2.909,7.751,-4.547,4.496,10.966,7.701
0.5234375,3.225,5.524,-2.207,-8.067,4.384,6.195,1.282,7.538,1.027,5.575,3.204,1.648,0.631,2.543,3.082,3.56,-12.97,0.987,22.675,3.011,3.459,6.744,2.431,0.966,-0.559,-7.64,1.312,2.289,3.906,7.192,2.431,3.916,1.414,1.536,-0.132,3.764,-1.719,-13.092,-8.698,2.858,-6.744,-6.012,-6.592,0.57,-1.933,0.651,-0.875,3.377,-1.933,0.57,-9.186,-3.225,-3.825,-4.883,-9.491,-4.801,-0.356,8.331,-2.909,1.892,-4.059,2.055,0.712,0.376
0.52734375,0.295,5.524,-9.532,5.605,3.408,11.078,-0.671,9.979,-7.273,4.11,3.204,1.16,1.119,0.59,3.571,-11.088,-13.947,1.475,19.745,3.011,1.506,7.721,2.431,0.478,-1.048,-13.011,9.613,3.754,2.441,8.169,-1.475,4.405,5.32,1.536,-4.038,4.252,-2.207,-9.186,3.51,1.882,-8.209,-6.5,-7.08,-0.407,-1.444,-1.302,-1.363,1.424,-2.909,-0.895,-9.186,-4.201,-2.848,-20.02,-15.839,-5.29,0.132,6.378,1.485,-0.549,-4.059,3.031,-3.682,-4.018
0.53125,-1.17,5.524,-4.161,19.277,1.943,1.312,-1.648,13.397,-3.367,2.157,0.763,1.648,0.631,-0.387,1.617,-28.666,-9.552,1.475,20.721,3.011,0.041,7.721,1.455,0.966,-1.048,-9.104,16.937,4.242,0.977,5.727,-3.916,1.475,6.785,0.559,-3.062,7.182,3.652,5.463,14.74,1.394,-5.28,-4.059,-4.15,0.57,-1.444,-1.79,-1.363,-0.041,-3.886,-0.895,-7.721,-2.248,-1.383,-11.23,-8.026,-3.337,1.109,6.378,6.856,-0.061,-4.059,5.961,-0.753,-3.53
0.53515625,-0.682,5.035,7.558,22.207,0.966,2.777,-0.183,9.003,-5.32,-0.285,-1.678,2.136,-0.346,1.567,-0.336,17.232,-5.157,1.963,23.651,3.011,0.529,6.256,0.478,0.966,-0.071,1.149,18.89,3.265,-0.488,2.309,-1.475,-4.384,4.344,0.559,1.333,8.647,10.976,14.252,14.74,0.905,-1.373,-1.129,-0.732,1.546,-1.444,-0.814,-2.828,-0.529,-5.351,-2.36,-6.744,0.193,-1.383,-10.742,-13.397,-1.383,0.621,5.402,8.809,1.404,-6.012,8.403,6.083,1.841
0.5390625,1.76,4.059,14.394,12.929,1.455,-0.153,4.211,-7.111,3.469,-3.703,-3.632,2.625,-1.811,4.496,-2.777,-3.764,-3.204,1.475,25.604,2.523,2.482,3.326,1.455,-0.987,0.417,10.427,13.031,1.801,0.488,0.356,2.92,-9.267,-0.539,1.048,5.727,7.67,11.953,7.416,2.533,1.394,-0.397,-1.617,-0.732,1.546,-2.909,-0.814,-4.293,-1.994,-6.816,-5.778,-7.721,0.193,-4.313,-12.695,-10.468,-2.36,-0.844,0.519,4.415,1.404,-9.43,7.914,9.989,6.724
